mural_registration_id,artist_credit,artwork_title,media,year_installed,location_description,street_address,zip,ward,affiliated_or_commissioning,description_of_artwork,community_areas,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,year_restored
19155,Steve Seeley,,Paint,2018,Cards Against Humanity HQ,1551 W Homer St,60642,2,Cards Against Humanity HQ,"Chicago-based painter Steve Seeley's wide-ranging tastes in comic books, superheroes and Japanese monsters (kaiju) along with his ability to combine those with an array of floral and natural elements results in a disparate, though pleasing, amalgamation that never gets boring.",22,41.91720864,-87.66683738,"{'type': 'Point', 'coordinates': [-87.66683738, 41.91720864]}",49,23,22620,209,11,
19012,William Walker,History of the Packinghouse Worker,,1974,,4859 South Wabash Ave,60615,3,Chicago Public Art Group,Artist William Walker. 1974. This mural depicts the history of the Amalgamated Meatcutters and Butchers Workmen Union. It was one of the first public murals dealing with labor and worker's Unions. From 1974 (http://picasaweb.google.com/chicagopublicartgroup/1974?feat=embedwebsite),4,41.80571322,-87.62421696,"{'type': 'Point', 'coordinates': [-87.62421696, 41.80571322]}",10,4,21192,448,9,
19073,Salvador Jimenez,Declaration of Immigration,spray,2009,Giordano's Pizza,1401 West 18th St,60608,25,Yollocalli Arts Reach,"Created on Yollocalli's original building with Artist Sal Jimenez, this mural is a visual dedication to all immigrants and allies who have stood strong in the face of anti-immigrant rhetoric.",33,41.85776469,-87.66138509,"{'type': 'Point', 'coordinates': [-87.66138509, 41.85776469]}",43,33,14920,365,26,
19176,Kristen Kula,Tornado,Paint,2014,,72 E. 11th Street,60605,4,Wabash Arts Corridor,Columbia College Chicagoï¿½s WAC Campus Committee launched a student and alumni competition in the spring of 2014 and Tornado by Kristen Kula was selected as one of the winners,32,41.86940381,-87.62483711,"{'type': 'Point', 'coordinates': [-87.62483711, 41.86940381]}",35,38,14913,368,10,
19387,Danny Duffy,Get Rhythm,,2021,The Wilson Club Apartments,1124 W Wilson Ave,60640,46,Uptown United,,,41.96549603,-87.65848068,"{'type': 'Point', 'coordinates': [-87.65848068, 41.96549603]}",15,31,22616,241,39,
19315,Justus Roe,Clark & Olive,Acrylic and exterior latex paint,2014,Northof 5621 N. Clark facing parking lot south east corner of Clark and Olive intersection,5621 N. Clark St,60660,48,,abstract landscape painting,,41.98417235,-87.66875579,"{'type': 'Point', 'coordinates': [-87.66875579, 41.98417235]}",14,76,4451,539,16,2019
19144,Cole Pierce,Triangle is the Strongest Shape,Paint,2016,1254-1258 W Albion Ave,N Lakewood Ave & W Albion Ave,60626,49,,"Funded by the 49th Ward Participatory Budget project, Pierce's mural is an abstract geometric, pattern based piece of Op. Art. This mural features shifting color gradients and intuitive interuptions and in the pattern.",---,42.002489,-87.663091,"{'type': 'Point', 'coordinates': [-87.663091, 42.002489]}",9,10,21853,48,5,
19044,"Rahmaan Statik, Max Sansing",Sepia,Paint,2016,,3415 W Cermak Rd,60623,22,Chicago Public Art Group,,32,41.85156086,-87.71073393,"{'type': 'Point', 'coordinates': [-87.71073393, 41.85156086]}",57,32,21569,755,28,
19251,Ruben Aguirre,Riverfront Roots,Paint,2019,,231 W Harrison St,60699,25,,"The mural is an abstract design with representations of plants, and the river. It is predominantly red, blue, and black.",,41.87436682,-87.63450824,"{'type': 'Point', 'coordinates': [-87.63450824, 41.87436682]}",44,38,14913,12,26,
19232,Tracy Ostmann-Haschke,Chrysanthemum Flower,paint,2019,,3343 W Carroll Ave,60624,28,,,,41.88735774,-87.71050023,"{'type': 'Point', 'coordinates': [-87.71050023, 41.88735774]}",30,28,21572,176,23,
19100,Josue Pellot,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,Division St between Western Ave and California Ave,2550 West Division St,60622,26,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",25,41.90308328,-87.69146702,"{'type': 'Point', 'coordinates': [-87.69146702, 41.90308328]}",4,25,21560,302,49,
19088,Lebster Pabon,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,Division St between Western Ave and California Ave,2448 W Division St,60622,26,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",25,41.90310741,-87.68891762,"{'type': 'Point', 'coordinates': [-87.68891762, 41.90310741]}",4,25,21560,302,49,
19204,Louise ï¿½Ouiziï¿½ Chen,China Truborn,Paint,2017,,1312 S Michigan Ave,60605,3,Wabash Arts Corridor,(Photo Credit: Sandra Steinbrecher),33,41.86537627,-87.62425345,"{'type': 'Point', 'coordinates': [-87.62425345, 41.86537627]}",35,34,14913,374,9,
19219,James Jankowiak,Altered Translation,Paint,2017,Corner,2912 N Milwaukee Ave,60618,35,,,21,41.93402709,-87.71576662,"{'type': 'Point', 'coordinates': [-87.71576662, 41.93402709]}",39,22,21538,55,12,
19105,"Northwest
Arts
Connection with Ken R. Klopack",Neighborhood Renewed,Paint,2017,Addison St at Kilbourn Ave,4520 W Addison St,60641,30,DCASE,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, â€œWhat does urban renewal or urban evolution mean to this area?â€",16,41.9463173,-87.74025468,"{'type': 'Point', 'coordinates': [-87.74025468, 41.9463173]}",21,16,22618,327,50,
19369,Rahmaan Statik,"Yes, And",,2020,The Revival,1160 E 55th St,60615,5,"University of Chicago, The Revival",,,41.79519,-87.59685,"{'type': 'Point', 'coordinates': [-87.59685, 41.79519]}",10,8,21192,441,33,
19320,Justus Roe,Couch Place,Acrylic and exterior latex paint,2016,North side of alley garage doors,100 W Couch Pl,60601,42,,abstract landscape painting,,41.88529,-87.62949,"{'type': 'Point', 'coordinates': [-87.62949, 41.88529]}",42,38,14309,92,36,2018
19041,Damon Reed,M.A.G.I.C.,,2006,,1200 East 61st St,60637,20,Chicago Public Art Group,,9,41.78427743,-87.5962122,"{'type': 'Point', 'coordinates': [-87.5962122, 41.78427743]}",60,9,22260,426,4,
19305,Justin Suarez,Peregrine Falcon,,2019,1708 W. Chicago Ave,1708 W Chicago Ave,60622,1,,mural,,41.89613654,-87.6701092,"{'type': 'Point', 'coordinates': [-87.6701092, 41.89613654]}",4,25,21560,518,41,
19027,Rahmaan Statik,Historic Pullman Mural,Painting,2017,"Metra Electric District, Pullman Station,  111th Street and Cottage Grove Ave",480 East 111th St,60628,9,DCASE,"On both sides of the viaduct below the Metra commuter train tracks, the history of the planned community of Pullman is laid out in a series of scenes. Designed by Rahmaan Statik, the Historic Pullman Mural was executed with the help of local high school students.",45,41.69287446,-87.61037058,"{'type': 'Point', 'coordinates': [-87.61037058, 41.69287446]}",19,45,21861,237,43,
19259,Marry Tonnu,Letter J,,2019,,1400 W Wabansia Ave,60642,2,24,,,41.91361584,-87.66285163,"{'type': 'Point', 'coordinates': [-87.66285163, 41.91361584]}",49,25,22620,109,11,
19159,You Are Beautiful,,Paint,2018,Cards Against Humanity HQ,1551 W Homer St,60642,2,Cards Against Humanity HQ,"Matthew Hoffman is a Chicago based artist & designer whose public works have been exhibited internationally. His ideas and work have been included in Good, the New York Times Magazine, and Ready Made. He has been published in books by Gestalten, Droog, and Taschen, and was featured in a segment on the Oprah network.",22,41.91720864,-87.66683738,"{'type': 'Point', 'coordinates': [-87.66683738, 41.91720864]}",49,23,22620,209,11,
19352,Mauricio Ramirez Art,Year Round 2020,,2020,Marvel Electric Corporation,3415 N Ashland Ave,60657,44,,,,41.94388,-87.66856,"{'type': 'Point', 'coordinates': [-87.66856, 41.94388]}",22,57,4449,239,25,NA
19391,InsomniaBird,Arowana,,2021,La Pï¿½tisserie P,1050-52 W Argyle St,60640,46,Uptown United,,,41.97339413,-87.65695653,"{'type': 'Point', 'coordinates': [-87.65695653, 41.97339413]}",15,31,22616,634,16,
19187,Hera,Imagine If We Could Tolerate Each Other's Differences,Paint,2016,,916 S Wabash,60605,4,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this mural Hera stated, ï¿½The beauty of murals is that they can be done by one person, on one day, expressing one thought right there and then, without huge funding, without much effort, without the need to be conserved forever. A mural can be painted over easily, or will fade in the sun anyway . . .  it basically proves that a single person can claim a space in this big world and make a statement visible. I think that is a very empowering messageï¿½ ï¿½ as quoted in Sandra Steinbrecherï¿½s Wabash Arts Corridor / Big Walls / 2016",32,41.87004169,-87.6260414,"{'type': 'Point', 'coordinates': [-87.6260414, 41.87004169]}",35,38,14913,368,10,
19056,Chris Silva,,,2016,Project Vida,2659 S Kedvale Ave,60623,22,Yollocalli Arts Reach,In the summer of 2016 Chris Silva and his Public Art Crew gave the outside of Project VIDA a remix/ restoration. The original mural was created by Maria Gaspar and her team in 2009.,32,41.84245725,-87.72800235,"{'type': 'Point', 'coordinates': [-87.72800235, 41.84245725]}",57,32,21569,194,28,
19115,John Pitman Weber and Oscar Martinez,For A New World/Para un Nuevo Mundo,,1973,,925 W Diversey Ave,60614,43,Chicago Public Art Group,"Artist John Pitman Weber and Oscar Martinez. 1973. This beautiful mural can be seen from the train, at the CTA Brown line Diversey station. The mural is located on the Holy Covenant United Methodist Church and has three sections representing areas of the congregation's worship service: confession, the word, and the offering. From 1973",68,41.93255169,-87.65249341,"{'type': 'Point', 'coordinates': [-87.65249341, 41.93255169]}",16,68,21190,769,34,
19402,SENTROCK,Chicago Love,Paint,2022,"Colorful Mural that reads, ""Chicago Love"". Commissioned with DCASE and CDPH",5908 W Chicago Ave,60644,34,,"Colorful Mural that reads, ""Chicago Love"".",25,41.89485807,-87.77273753,"{'type': 'Point', 'coordinates': [-87.77273753, 41.89485807]}",5,26,4299,671,7,
19083,Rocio Urbano,Quetzalcoatl 18,Spray + Brush,2018,,1540 West 18th St,60608,25,Yollocalli Arts Reach,,33,41.85792077,-87.66535929,"{'type': 'Point', 'coordinates': [-87.66535929, 41.85792077]}",43,33,14920,270,26,
19215,Andrew Cooper,Wildflowers,Paint,2019,Roosevelt Collection,150 W Roosevelt Road,60605,25,,,32,41.86745273,-87.63233424,"{'type': 'Point', 'coordinates': [-87.63233424, 41.86745273]}",35,38,14917,12,26,
19288,Killabunz and Jose Quezada,2birds One Stone,Spray Paint,2017,Sullivan Center Alley,25 E Monroe St,60603,42,Chicago Loop Alliance,"A painting of two birds, one mechanical, and one not with a magical stone in the middle. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",,41.88066939,-87.62680815,"{'type': 'Point', 'coordinates': [-87.62680815, 41.88066939]}",34,38,14311,367,36,
19172,Pose,Untitled,Paint,2014,,72 E 11th Street,60605,4,Wabash Arts Corridor,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street artï¿½Shepard Fairey, Cleon Peterson, POSE, and RETNAï¿½have used the corridor as their ï¿½living urban canvas,ï¿½ injecting provocative, large-scale artworks into one of Chicagoï¿½s major emerging art scenes. The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.
ï¿½Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,ï¿½ said Shepard Fairey, artist and curator of The Provocateurs. ï¿½It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.ï¿½",32,41.86940381,-87.62483711,"{'type': 'Point', 'coordinates': [-87.62483711, 41.86940381]}",35,38,14913,368,10,
19140,Ruben Aguirre,Untitled,,2017,Division Street at Lakeshore Path,Division Street at Lakeshore Path,60610,43,DCASE,"The visceral experience of descending into the pedestrian tunnel at Lake Shore Drive and emerging at the waterfront is captured in this mural, but instead of replicating a lakefront scene, Aguirre translates its impression into abstract design elements.",37,41.9039488,-87.62501932,"{'type': 'Point', 'coordinates': [-87.62501932, 41.9039488]}",54,37,21182,105,11,
19419,Matt Bourque,Creative Collective,Paint,2016,East facing wall,1419 W Howard St,60626,49,,"The mural reflects the inspiration of young artists, business owners and entrepreneurs in the area while tipping a hat to the rich history of Chicago at the same time. Matt Bourque says, “I’m borrowing from the existing architecture of the building. The history is already here so my job is to bring new life to this foundation. I cannot represent every ethnicity, culture or way of thinking, but I can treat each window with a different sensibility to reflect my respect.” Bourque continues ” I am really painting the dynamics of a working, growing community. I am inspired by the efforts of the hard-working people and culture around me.”",01,42.01912648,-87.66685958,"{'type': 'Point', 'coordinates': [-87.66685958, 42.01912648]}",9,10,21853,357,5,
19024,Restored by Bernard Williams,Spirit of Hyde Park,,2010,57th & S Lake Park,1525 East 57th St,60657,5,Chicago Public Art Group,Restorations 2010: Bernard Williams,8,41.79143823,-87.58806134,"{'type': 'Point', 'coordinates': [-87.58806134, 41.79143823]}",60,8,22260,502,33,
19009,Marcus Akinlana,The Great Migration,,1995,,3947 South Michigan Ave,60653,3,Chicago Public Art Group,Completed in 1995. Artist Marcus Akinlana. This mural is located at the Elliott Donnelly Youth Center and covers the largest wall of the Art Park. The 2700 sq ft mural is a historical narrative of the mass migration of African-Americans from the southern United states to Chicago. From 1995,4,41.82241688,-87.62303736,"{'type': 'Point', 'coordinates': [-87.62303736, 41.82241688]}",36,4,4301,163,9,
19076,Chris Silva,Creature Crew,,2012,"16th Street Wall, Near Laflin on 16th St",1520 West 16th St,60608,25,Yollocalli Arts Reach,"""The Creature Crew"" was created by youth Artists from Yollocalli in the summer of 2012 with help from Chris Silva.",29,41.85974198,-87.66467241,"{'type': 'Point', 'coordinates': [-87.66467241, 41.85974198]}",43,29,14920,96,23,
19291,Rojo,untitled,Spray Paint,2017,Sullivan Center Alley,25 E Monroe St,60603,42,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,,41.88066939,-87.62680815,"{'type': 'Point', 'coordinates': [-87.62680815, 41.88066939]}",34,38,14311,367,36,
19120,Damon Reed,The Heart of Rogers Park,,2007,Dev Corp North at Morse and Glenwood,1349 W Morse Ave,60626,49,Chicago Public Art Group,"Viaduct Enhancement. 2007. Artist Damon Reed. This mural, located at the CTA Red Line Morse stop, highlights the neighborhood as an arts, music, and theater district. From 2007 project images",10,42.00780563,-87.6657006,"{'type': 'Point', 'coordinates': [-87.6657006, 42.00780563]}",9,10,21853,66,5,
19059,"Jospeh ""Sentrock"" Perez",Las Flores de las Almas Muertas,Spray,2017,,2806 S Ridgeway,60623,22,Yollocalli Arts Reach,"Inspired by the work of Takashi Murakami, the street Art class and Jospeh Sentrock Perez created this mural in 2017.",32,41.84039883,-87.71849427,"{'type': 'Point', 'coordinates': [-87.71849427, 41.84039883]}",57,32,21569,234,28,
19379,Jesse Hora,"Here, There, Everywhere",,2021,The Wilson Club Apartments,1124 W Wilson Avenue,60640,46,Uptown United,,,41.96549603,-87.65848068,"{'type': 'Point', 'coordinates': [-87.65848068, 41.96549603]}",15,31,22616,241,39,
19236,Tony Passero,Jazz It Up,,2017,,1117 W Lawrence Ave,60640,46,,,3,41.96893371,-87.65838009,"{'type': 'Point', 'coordinates': [-87.65838009, 41.96893371]}",15,31,22616,241,39,
19247,Jim Bachor,Uptown Alley Cat,Tile,2019,,1140 Wilson Avenue,60640,46,,,,41.965418,-87.658876,"{'type': 'Point', 'coordinates': [-87.658876, 41.965418]}",15,31,22616,241,39,
19434,Brandin Hurley,Undercurrent Intercontinental Hotel Chicago Wall,Spraypaint,2022,141-161 E Grand Ave,141-161 E Grand Ave,60611,42,,"The Undercurrent project brought art and beauty to lower Michigan Avenue with installations from three local artists. The artists were asked to create a “mirror” image of what was above below, and we are amazed by what they created. The installations can be found on the walls at The Realtors Building (Billy Goat Tavern), Intercontinental Hotel, the north wall of Grand Avenue and Michigan Avenue and serve as a brighter and safer route for commuters and visitors walking Lower Michigan Avenue.",08,41.89162075,-87.62391965,"{'type': 'Point', 'coordinates': [-87.62391965, 41.89162075]}",6,37,21182,159,36,
19208,Morley,Penny For Your Thoughts,Paint,2015,,424 S Wabash,60605,4,Wabash Arts Corridor,"Morley is a Los Angeles- based street artist specializing in bold, typographic posters that mix humor and hope. His recent installation on Wabash Avenue called ï¿½Penny for your thoughts,ï¿½ is meant to act as a friendly voice amongst the barrage of billboard messages and corporate slogans. Thanks to Logan Squareï¿½s Beauty and Brawn Gallery, Morley was able share his writings on the wall with WAC.",32,41.87635127,-87.6261892,"{'type': 'Point', 'coordinates': [-87.6261892, 41.87635127]}",35,38,14913,367,10,
19273,Marry Tonnu,Letter X,,2019,,1907 N Mendell St,60642,2,22,,,41.91695917,-87.66535085,"{'type': 'Point', 'coordinates': [-87.66535085, 41.91695917]}",49,23,22620,209,11,
19384,Molly Z,All Together Now,,2021,The Wilson Club Apartments,1124 W Wilson Ave,60640,46,Uptown United,,,41.96549603,-87.65848068,"{'type': 'Point', 'coordinates': [-87.65848068, 41.96549603]}",15,31,22616,241,39,
19347,Afrokilla,Resist,,2020,South Facing Wall (Parking lot),3522 N Halsted St,60609,44,,"Paint - The word ""RESIST"" with rainbow detail",,41.945984,-87.649499,"{'type': 'Point', 'coordinates': [-87.649499, 41.945984]}",22,57,4449,211,25,
19152,Cards Against Humanity Design Team,,Paint,2018,Cards Against Humanity HQ,1551 W Homer St,60642,2,Cards Against Humanity HQ,"Painted by Caleb Vanden Boom, Sarah Gardner, and Jared Sawdey from the Cards Against Humanity design team, based on shapes, colors, and textures found near the building.",22,41.91720864,-87.66683738,"{'type': 'Point', 'coordinates': [-87.66683738, 41.91720864]}",49,23,22620,209,11,
19301,Anthony Lewellen,Radial Fields,,2018,LUXE on Chicago,1838 W Chicago Ave,60622,1,,mural,,41.89607519,-87.67373584,"{'type': 'Point', 'coordinates': [-87.67373584, 41.89607519]}",4,25,21560,462,41,
19316,Justus Roe,Graziano,Acrylic and exterior latex paint,2014,Garage,2716 W Sunnyside Ave,60625,33,,abstract landscape painting,,41.96319759,-87.69655724,"{'type': 'Point', 'coordinates': [-87.69655724, 41.96319759]}",20,14,21849,258,20,
19433,Cyd Smillie,"""Stay Tuned""",Paint,2022,CANTV studios,1309 S Wood,60608-1204,28,,"CANTV posted a call for muralists and Cyd Smillie was selected. Her design was created based on interviews with board members and CANTV personnel. They requested a design which would be visible from the pink line train that runs along the east edge of the property.  The design features the ""bars and tones"" seen on every monitor in the space awaiting content, with content reflecting the nearly 40 years of programming.",28,41.86471673,-87.67114434,"{'type': 'Point', 'coordinates': [-87.67114434, 41.86471673]}",43,29,14920,96,23,
19411,Dred Ske with an assist by Max Sansing,Space Odyssey Mural,Paint,2017,,9020 S Stony Island Ave,60617,8,MEAGAN MCNEAL ON BEHALF OF THE SOUTHEAST CHICAGO CHAMBER OF COMMERCE,"Inspired by the Art Center that it adorns, Kayla's work speaks to the positive forces of community coming together. To hear more about this piece in the artist's own words, check out this story by the Chicago Sun-Times: https://chicago.suntimes.com/murals-mosaics/2020/92521438429/murals-chicago-kayla-mahaffey-calumet-heights-community-artscenter-true-life-foundation",43,41.73124768,-87.58565952,"{'type': 'Point', 'coordinates': [-87.58565952, 41.73124768]}",61,44,21202,491,35,
19037,Juan Chavez,Reflections of Good,,2006,,2601 West 63rd St,60629,16,Chicago Public Art Group,2006. Artist Juan Chavez. Reflections of Good is a brilliant mixed-media mosaic that developed from multiple conversations between the Greater South West Side Development Corporation and the Inner City Muslim Action Network (IMAN). From 2006 project images (http://picasaweb.google.com/chicagopublicartgroup/2006ProjectImages?authkey=lGjXWRmvvXU&feat=embedwebsite),64,41.77907746,-87.68858187,"{'type': 'Point', 'coordinates': [-87.68858187, 41.77907746]}",58,64,21867,319,2,
19169,Olivia Gude and Marcus Akinlana,"Where there is Discord, Harmony; The Power Of Art",Paint,1991,Wall facing west,1809 E 71st Street,60649,7,Black United Fund of Illinois,"1991, a mural designed by Olivia Gude and Marcus Akinlana with the assistance of the Youth Renaissance Mural Group, located at One Artist Rrow, and artisans' incubator building at 1809 E 71st Street. Black United Fund of Illinois bought the building in the 80's therefore we don't have the description, but we fo have a picture which I have attached.",43,41.76591785,-87.5809089,"{'type': 'Point', 'coordinates': [-87.5809089, 41.76591785]}",24,39,22538,452,37,
19263,Marry Tonnu,Letter N,,2019,,1690 N Elston Ave,60642,2,24,,,41.91290391,-87.66394498,"{'type': 'Point', 'coordinates': [-87.66394498, 41.91290391]}",49,25,22620,109,11,
19147,Jason Watts,The Announcenment,Paint,2018,South West,5011 N Lincoln Ave,60625,40,,"The Announcement, by Jason Watts bridges aspects of Lincoln Square's past with an eye toward the future.  Incorporating iconic buildings and references within the neighborhood, the central character is announcing a new chapter for Lincoln Square.  Watts' paintings are upbeat and optimistic with a celebration of color and pattern.  His latest work utilizes silhouettes of figures, with references within that signfiy a locality or evoke a nostalgic tone.  Music runs as a theme in his work, and the character here references a jazz singer from a former era.",4,41.97222777,-87.69071934,"{'type': 'Point', 'coordinates': [-87.69071934, 41.97222777]}",20,6,21849,28,24,
19031,"Cyd Smillie with
Arts Alive Chicago",Homefront,Painting,2018,Wallace Street Viaduct,4001 South Wallace St,60609,11,DCASE,,59,41.82169337,-87.64086693,"{'type': 'Point', 'coordinates': [-87.64086693, 41.82169337]}",37,59,14924,123,48,
19052,Pop Up Mural Shop,Remembering Mayahuel,Brush,2014,Moreno's Liquor store,3724 West 26th St,60623,22,Yollocalli Arts Reach,"Painted by Yollocalli youth interns, the Pop Up Mural Shop, in the summer of 2014, ""Remembering Mayahuel"" is a tribute to the Aztec legend of agAvenue",32,41.84444042,-87.71839492,"{'type': 'Point', 'coordinates': [-87.71839492, 41.84444042]}",57,32,21569,754,28,
19406,Jill Arena,"""Birds of a Feather""",Paint,2021,The Metra underpass of Irving Park Rd @ Kolmar,6500 W Irving Park Rd,60641,45,,"""Birds of a Feather"" is painted on the Northside of IrvingPark @Kolmar and was designed by Jill Arena and painted by Cyd Smillie for ARTS ALIVE CHICAGO. It was funded by the Six Corners Association and is in response to the National Audubon Society calling for more murals featuring birds to raise awareness of their issues.",17,41.9529842,-87.78908383,"{'type': 'Point', 'coordinates': [-87.78908383, 41.9529842]}",52,17,22254,442,19,
19191,Lady Lucx & Sarah Stewart,Untitled,Paint,2016,,525 S Wabash,60605,42,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Lady Lucx stated, ï¿½The location was my first influence. The garage is in view as the orange line meets the Loop coming from the south side of Chicago, where it changes from neighborhoods and families to the beast of downtown lifeï¿½ ï¿½  as quoted in Sandra Steinbrecherï¿½s Wabash Arts Corridor / Big Walls / 2016",32,41.87515022,-87.62586678,"{'type': 'Point', 'coordinates': [-87.62586678, 41.87515022]}",35,38,14913,367,36,
19184,Collin Van Der Sluijs,From Boom To Doom,Paint,2016,,1006 S Michigan Ave,60605,4,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Collin van der Sluijs is a renowned painter and illustrator from The Netherlands, where he lives and works.  Thanks to JK Equities and Vertical Gallery for partnering with the Wabash Arts Corridor and bringing Collinï¿½s work to the district!  ï¿½From Bloom to Doomï¿½ showcases two endangered birds from Illinois ï¿½ the yellow-headed blackbird and the red-headed woodpecker ï¿½ amongst native flowers.",32,41.86976756,-87.62426641,"{'type': 'Point', 'coordinates': [-87.62426641, 41.86976756]}",35,38,14913,368,10,
19020,William Walker,Childhood is Without Prejudice,Paint,1972,56th Street and Stony Island,1556 East 56th St,60637,5,Chicago Public Art Group,,8,41.7934746,-87.58686328,"{'type': 'Point', 'coordinates': [-87.58686328, 41.7934746]}",60,8,22260,502,33,2018
19401,Casey Van Loon,Lotus,Mosaic,2021,West Facing Wall,6351 N Lakewood,60660,48,,The lotus flower merges design from different cultures to represent the diversity of Edgwater and utlizes bright vibrant colors to create a sense of joy.,,41.99785221,-87.6628738,"{'type': 'Point', 'coordinates': [-87.6628738, 41.99785221]}",14,76,4451,536,16,
19423,"Thomas Kong, Nathan Smith",Be Happy,Paint,2017,CTA embankment wall,W Greenleaf Ave & N Glenwood Ave,60626,49,,"Be Happy is a collaboration between collage artist Thomas Kong and the Roman Susan Art Foundation in Rogers Park.     Kong is the proprietor of Kim's Foods, on the corner of Estes and Glenwood at the heart of the Mile of Murals. A group of artists helped to create a public mural situated immediately outside Kim’s Corner Food to honor his contributions to the cultural vitality of the neighborhood.",01,42.00840311,-87.66560591,"{'type': 'Point', 'coordinates': [-87.66560591, 42.00840311]}",9,10,21853,66,5,
19274,Marry Tonnu,Letter Z,,2019,,1400 W Wabansia,60642,2,24,1,,41.91361584,-87.66285163,"{'type': 'Point', 'coordinates': [-87.66285163, 41.91361584]}",49,25,22620,109,11,
19374,Tony Passero,JagLeo,Paint,2015,JagLeo Mural is paintedon the wall of the shopping complex building located at 3910 N. Cicero.,3901 N Cicero Ave,60641,45,,A painted jagular in front of a rainbow background with line drawings,,41.95161876,-87.74712077,"{'type': 'Point', 'coordinates': [-87.74712077, 41.95161876]}",21,15,22618,139,50,
19306,Sick Fisher,untitled,,2019,Fry the Coop,1959 W Chicago Ave,60622,1,,faï¿½ade mural,,41.89580311,-87.67698748,"{'type': 'Point', 'coordinates': [-87.67698748, 41.89580311]}",4,25,21560,519,41,
19211,Louise ï¿½Ouiziï¿½ Chen,Urbs in Horto,Paint,2019,West facingof Southport Ave CVS,3637 N Southport Ave,60613,44,Lakeview Chamber of Commerce,"""URBS IN HORTO, Latin for 'City in a Garden,' is the official city motto of Chicago. In order to capture the essence of this phrase, I portrayed a lush bouquet of Chrysanthemums, Roses, Echinacea, and prairie grasses. Each of these blooms can be found in the city and serves a purpose in the bouquet apart from making a beautiful arrangement. Chrysanthemums are Chicago's official flower, so they are featured most prominently in the mural. Roses are universally recognizable and loved, but they were also Anne Hewlett Fuller's favorite, and the bloom that the famous Chicagoan architect and designer Buckminster Fuller gave her in courtship. Echinacea and prairie grasses are both found growing wild in Chicago, a nod to the abundance of beautiful wild foliage in Illinois. The symbolic blooms coupled with the title of the piece honor the city's close and nuanced relationship with nature.""

URBS IN HORTO is part of the Lakeview Public Art Program, an initiative
of Special Service Area 27 and its 501(c)(3) non-profit partner organization, Friends of Lakeview which showases original works of art by innovative artists throughout the West Lakeview neighborhood.
Learn more at www.lakeviewchamber.com/art .",6,41.9481786,-87.66389687,"{'type': 'Point', 'coordinates': [-87.66389687, 41.9481786]}",53,57,21186,728,25,
19327,Justus Roe,Kilbourn,Acrylic and exterior latex paint,2019,Garage,3434 N Tripp,60641,30,,abstract landscape painting,,41.94366353,-87.73362103,"{'type': 'Point', 'coordinates': [-87.73362103, 41.94366353]}",21,16,22618,329,21,
19108,"Northwest
Arts
Connection with",Neighborhood on the Rails,Paint,2017,Belmont Ave at Kildare Ave,4254 W Belmont Ave,60641,30,DCASE,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, â€œWhat does urban renewal or urban evolution mean to this area?â€",16,41.93910758,-87.73434336,"{'type': 'Point', 'coordinates': [-87.73434336, 41.93910758]}",21,16,22618,329,21,
19240,Steven Teller,If You Only Know,,2019,,4628 N Clifton Ave,60640,46,,,3,41.96620602,-87.65901114,"{'type': 'Point', 'coordinates': [-87.65901114, 41.96620602]}",15,31,22616,241,39,
